"full_name","class","e","a","i","om","w","ma","per","moid","moid_ld","pha","H","diameter","albedo","rot_per","epoch"
"       (2020 TC5)",AMO,0.5089,2.364,13.88,217.69,160.02,144.40,1.33e+03,0.177,68.9,N,23.80,,,,2461000.5
"       (2020 TD5)",APO,0.5354,2.114,6.81,14.96,339.38,7.39,1.12e+03,0.00337,1.31,N,26.60,,,,2459138.5
"       (2020 TE5)",APO,0.3121,1.32,15.77,16.53,308.27,162.27,554,0.000535,0.208,N,29.02,,,,2461000.5
"       (2020 TF5)",AMO,0.5751,2.492,0.68,11.53,14.84,359.48,1.44e+03,0.0627,24.4,N,26.30,,,,2459138.5
"       (2020 TG5)",APO,0.6105,1.189,10.46,233.27,359.64,64.43,473,0.164,63.9,N,21.30,,,,2461000.5
"       (2020 TK5)",ATE,0.5376,0.7555,3.45,197.71,30.23,35.00,240,0.000523,0.204,N,23.68,,,,2461000.5
"       (2020 TL5)",AMO,0.1323,1.215,20.33,19.65,16.28,349.38,489,0.0616,24,N,25.90,,,,2459137.5
"       (2020 TP5)",AMO,0.2510,1.679,43.20,199.66,257.46,68.60,795,0.462,180,N,20.80,,,,2461000.5
"       (2020 TQ5)",AMO,0.3604,1.633,11.99,25.64,321.31,176.51,762,0.0873,34,N,25.10,,,,2461000.5
"       (2020 TR5)",APO,0.4928,1.862,3.63,34.32,34.64,347.01,928,0.00325,1.26,N,26.20,,,,2461000.5
"       (2020 TS5)",APO,0.1820,1.207,9.37,210.98,217.55,270.04,484,0.0227,8.82,N,26.20,,,,2461000.5
"       (2020 TT5)",APO,0.1552,1.175,8.05,207.58,207.62,336.47,465,0.0118,4.6,N,27.00,,,,2461000.5
"       (2020 TU5)",APO,0.3628,1.589,56.84,42.48,345.11,204.75,732,0.0301,11.7,Y,20.36,,,,2461000.5
"       (2020 TV5)",APO,0.2242,1.115,2.66,191.41,110.72,175.19,430,0.00412,1.6,N,28.14,,,,2461000.5
"       (2020 TW5)",APO,0.5387,2.177,7.15,204.44,224.18,348.46,1.17e+03,0.0618,24.1,N,24.00,,,,2459137.5
"       (2020 TX5)",AMO,0.1534,1.26,23.99,202.36,166.77,10.21,517,0.073,28.4,N,25.10,,,,2459138.5
"       (2020 TY5)",AMO,0.2608,1.487,11.78,20.03,16.57,352.41,663,0.109,42.6,N,25.30,,,,2459137.5
"       (2020 TZ5)",AMO,0.1820,1.45,10.27,43.10,298.69,356.69,638,0.233,90.6,N,23.30,,,,2461000.5
"       (2020 TA6)",APO,0.5210,1.759,6.48,24.33,294.62,19.33,852,0.0156,6.06,N,26.40,,,,2459137.5
"       (2020 TB6)",AMO,0.2067,1.485,4.33,207.30,162.29,304.69,661,0.179,69.5,N,24.40,,,,2461000.5
"       (2020 TC6)",APO,0.5851,2.394,1.65,210.16,158.49,137.95,1.35e+03,0.00565,2.2,N,27.60,,,,2461000.5
"       (2020 TD6)",APO,0.4051,1.663,4.23,206.14,197.15,127.06,784,0.00468,1.82,N,28.30,,,,2461000.5
"       (2020 TE6)",APO,0.5528,2.009,1.70,24.79,43.91,272.27,1.04e+03,0.000202,0.0784,N,27.50,,,,2461000.5
"       (2020 TF6)",APO,0.5131,1.652,3.52,207.39,243.53,122.44,775,0.000956,0.372,N,27.62,,,,2461000.5
"       (2020 TG6)",APO,0.6990,2.239,0.31,212.19,250.09,346.39,1.22e+03,0.000746,0.29,N,29.11,,,,2459138.5
"       (2020 TH6)",APO,0.2142,1.006,4.23,22.04,103.10,304.78,369,0.00391,1.52,N,28.80,,,,2461000.5
"       (2020 TJ6)",APO,0.5368,1.876,2.04,12.82,64.21,344.51,938,0.00828,3.22,N,27.60,,,,2459138.5
"       (2020 TK6)",APO,0.2095,1.09,10.02,28.26,79.89,110.44,416,0.00696,2.71,N,26.30,,,,2461000.5
"       (2020 TL6)",AMO,0.2433,1.469,14.52,25.29,322.31,333.66,650,0.145,56.3,N,24.10,,,,2461000.5
"       (2020 TM6)",APO,0.2041,1.198,14.05,205.55,233.50,281.17,479,0.0241,9.39,N,26.10,,,,2461000.5
"       (2020 TN6)",AMO,0.5575,2.333,19.89,65.25,237.27,190.54,1.3e+03,0.154,59.8,N,19.21,,,,2461000.5
"       (2020 TO6)",AMO,0.4902,2.108,5.81,65.29,269.13,14.48,1.12e+03,0.123,48,N,23.52,,,,2459137.5
"       (2020 TQ6)",APO,0.2130,1.066,26.66,25.98,97.54,155.02,402,0.0141,5.48,N,24.60,,,,2461000.5
"       (2020 TR6)",APO,0.6566,2.355,0.80,205.76,239.23,347.74,1.32e+03,0.00021,0.0817,N,27.80,,,,2459135.5
"       (2020 TT6)",AMO,0.3394,1.725,24.09,203.50,195.52,353.44,828,0.152,59.2,N,24.20,,,,2459137.5
"       (2020 TU6)",AMO,0.3036,1.538,12.86,202.46,191.66,355.18,697,0.0787,30.6,N,25.00,,,,2459138.5
"       (2020 TV6)",AMO,0.2792,1.577,26.83,23.55,14.09,352.13,724,0.147,57.3,N,23.80,,,,2459137.5
"       (2020 TW6)",APO,0.3329,1.281,6.17,27.42,67.33,322.78,529,0.00538,2.09,N,25.60,,,,2459139.5
"       (2020 TX6)",APO,0.3305,1.513,21.47,193.04,253.68,323.42,680,0.185,71.9,N,23.80,,,,2459136.5
"       (2020 TY6)",AMO,0.2420,1.636,21.53,18.89,341.48,9.33,765,0.25,97.3,N,23.10,,,,2459136.5
"       (2020 TZ6)",APO,0.8132,2.57,4.99,329.12,159.65,346.86,1.5e+03,0.0756,29.4,N,23.80,,,,2459136.5
"       (2020 TA7)",APO,0.4181,1.543,41.88,22.30,295.73,262.64,700,0.0714,27.8,N,21.64,,,,2461000.5
"       (2020 TC7)",APO,0.8023,1.988,17.44,166.36,7.44,253.12,1.02e+03,0.267,104,N,19.72,,,,2461000.5
"       (2020 TD7)",APO,0.6047,2.435,0.40,12.66,342.32,128.19,1.39e+03,0.000911,0.355,N,26.76,,,,2461000.5
"       (2020 TE7)",APO,0.4401,1.749,5.79,25.13,54.85,49.34,845,0.0527,20.5,N,23.95,,,,2461000.5
"       (2020 TF7)",APO,0.5018,1.952,1.57,202.99,207.89,351.77,996,0.0031,1.21,N,28.49,,,,2459138.5
"       (2020 TG7)",AMO,0.1013,1.238,25.79,28.49,334.26,19.55,503,0.126,49.1,N,24.30,,,,2459138.5
"       (2020 TH7)",AMO,0.5928,2.727,13.50,203.71,183.95,359.28,1.65e+03,0.115,44.7,N,25.00,,,,2459140.5
"       (2020 TJ7)",APO,0.3177,1.19,1.49,23.28,272.89,25.01,474,0.00438,1.7,N,26.50,,,,2461000.5
"       (2020 TK7)",APO,0.3075,1.029,4.85,21.42,257.73,24.40,381,0.000116,0.0453,N,29.63,,,,2461000.5
"       (2020 TM7)",APO,0.6607,2.548,2.53,201.63,240.26,349.02,1.49e+03,0.00943,3.67,N,25.50,,,,2459138.5
"       (2020 TN7)",AMO,0.3803,1.775,10.92,63.75,5.29,37.89,864,0.114,44.4,N,23.60,,,,2461000.5
"       (2020 TP7)",APO,0.7479,1.148,18.18,281.46,297.53,152.28,449,0.0659,25.6,N,19.66,,,,2461000.5
"       (2020 TQ7)",AMO,0.3555,1.646,6.20,23.15,69.33,119.09,771,0.124,48.3,N,22.10,,,,2461000.5
"       (2020 TR7)",APO,0.2520,1.048,16.08,185.59,358.95,115.06,392,0.214,83.4,N,23.12,,,,2461000.5
"       (2020 TS7)",AMO,0.2241,1.579,14.04,242.32,273.91,89.60,725,0.341,133,N,20.58,,,,2461000.5
"       (2020 TT7)",AMO,0.3283,1.702,6.85,145.14,308.07,75.09,811,0.185,71.9,N,22.27,,,,2461000.5
"       (2020 TU7)",AMO,0.4592,2.399,34.26,198.84,229.69,114.54,1.36e+03,0.416,162,N,21.30,,,,2461000.5
"       (2020 TV7)",APO,0.4277,1.284,7.34,24.17,83.20,321.09,531,0.000637,0.248,N,26.73,,,,2459137.5
"       (2020 TA8)",APO,0.6373,1.983,3.54,113.52,187.89,19.14,1.02e+03,0.0573,22.3,N,24.10,,,,2459138.5
"       (2020 TB8)",AMO,0.4752,2.475,19.24,74.16,278.74,12.57,1.42e+03,0.468,182,N,21.86,,,,2459139.5
"       (2020 TD8)",APO,0.3174,1.342,6.16,214.89,227.13,68.22,568,0.000555,0.216,N,26.90,,,0.008211,2461000.5
"       (2020 TG8)",AMO,0.4933,2.34,6.36,205.10,162.97,158.29,1.31e+03,0.188,73,N,24.07,,,,2461000.5
"       (2020 TH8)",APO,0.7418,1.814,12.34,306.56,172.54,355.69,893,0.199,77.6,N,20.07,,,,2461000.5
"       (2020 TJ8)",AMO,0.2766,1.416,5.74,62.25,10.31,341.55,615,0.0395,15.4,N,24.70,,,,2461000.5
"       (2020 TL8)",APO,0.3835,1.5,8.35,9.79,263.57,351.98,671,0.0817,31.8,N,21.40,,,,2461000.5
"       (2020 TN8)",APO,0.6866,1.161,12.48,214.32,340.38,258.73,457,0.127,49.6,N,20.60,,,,2461000.5
"       (2020 TO8)",APO,0.4333,1.757,11.40,30.36,30.79,53.36,850,0.0371,14.4,N,25.60,,,,2461000.5
"       (2020 TR8)",APO,0.8122,2.571,1.73,176.35,101.31,11.88,1.51e+03,0.00137,0.532,N,25.88,,,,2459138.5
"       (2020 TV8)",AMO,0.4701,2.107,5.60,242.25,58.23,283.46,1.12e+03,0.13,50.4,N,20.70,,,,2461000.5
"       (2020 TW8)",AMO,0.1701,1.276,1.46,224.93,141.49,206.07,526,0.0586,22.8,N,27.30,,,,2461000.5
"       (2020 TB9)",APO,0.2715,1.303,3.57,72.05,19.71,111.65,544,0.0144,5.61,N,25.70,,,,2461000.5
"       (2020 TG9)",AMO,0.2832,1.76,17.72,11.75,86.63,13.90,853,0.426,166,N,21.90,,,,2461000.5
"       (2020 TL10)",APO,0.4672,1.732,17.52,53.71,61.35,47.68,833,0.081,31.5,N,22.60,,,,2461000.5
"       (2020 TB12)",APO,0.5206,2.034,8.87,126.73,353.97,238.96,1.06e+03,0.00809,3.15,N,22.11,,,0.6294,2461000.5
"       (2020 UA)",ATE,0.2729,0.8589,1.94,27.68,137.67,26.16,291,5.84e-05,0.0227,N,28.44,,,0.044,2461000.5
"       (2020 UB)",APO,0.6526,2.765,6.84,204.99,207.27,355.18,1.68e+03,0.0048,1.87,N,27.90,,,,2459139.5
"       (2020 UC)",APO,0.3035,1.241,2.69,29.08,63.00,207.90,505,0.000959,0.373,N,27.59,,,,2461000.5
"       (2020 UD)",AMO,0.4819,2.277,2.25,76.36,329.42,167.72,1.26e+03,0.19,74,N,23.20,,,,2461000.5
"       (2020 UE)",APO,0.4788,1.343,3.37,23.13,273.66,134.41,568,0.000846,0.329,N,25.54,,,,2461000.5
"       (2020 UF)",AMO,0.3364,1.577,13.45,27.52,346.72,210.72,723,0.0555,21.6,N,24.50,,,,2461000.5
"       (2020 UG)",APO,0.4482,1.757,2.35,12.60,44.39,55.55,851,0.0141,5.5,N,26.70,,,,2461000.5
"       (2020 UH)",APO,0.6137,2.438,5.24,16.38,325.00,129.51,1.39e+03,0.00432,1.68,N,24.50,,,,2461000.5
"       (2020 UJ)",APO,0.6297,2.156,4.11,30.85,59.42,343.54,1.16e+03,0.00159,0.617,N,24.20,,,,2459136.5
"       (2020 UK)",AMO,0.2857,1.444,9.02,23.10,15.27,349.22,634,0.0417,16.2,N,26.80,,,,2459134.5
"       (2020 UL)",APO,0.4352,1.421,2.44,23.74,282.29,31.10,619,0.00606,2.36,N,27.13,,,,2459135.5
"       (2020 UM)",AMO,0.3934,1.834,30.47,24.28,306.96,21.93,907,0.227,88.3,N,23.75,,,,2459137.5
"       (2020 UN)",AMO,0.5339,2.279,3.66,26.88,354.20,359.86,1.26e+03,0.0652,25.4,N,26.20,,,,2459137.5
"       (2020 UO)",AMO,0.5299,2.49,3.83,175.37,223.26,103.02,1.44e+03,0.184,71.5,N,24.10,,,,2461000.5
"       (2020 UP)",APO,0.4139,1.603,7.85,28.82,62.58,153.12,741,0.0546,21.3,N,24.03,,,,2461000.5
"       (2020 UQ)",APO,0.5150,1.255,5.76,199.74,285.75,318.38,514,0.0128,4.99,N,26.90,,,,2459139.5
"       (2020 UR)",APO,0.4408,1.31,5.82,201.95,267.45,321.90,548,0.00906,3.52,N,27.90,,,,2459139.5
"       (2020 US)",APO,0.5665,1.82,2.90,207.16,245.15,341.35,897,0.000303,0.118,N,27.20,,,,2459140.5
"       (2020 UT)",AMO,0.5993,2.608,1.72,207.30,183.66,358.27,1.54e+03,0.0502,19.5,N,27.33,,,,2459138.5
"       (2020 UU)",APO,0.4070,1.565,1.51,196.53,143.59,18.30,715,0.00189,0.737,N,28.81,,,,2459140.5
"       (2020 UV)",APO,0.4843,1.834,1.71,205.55,216.41,5.97,907,0.00219,0.851,N,27.40,,,,2461000.5
"       (2020 UW)",AMO,0.2515,1.359,14.71,25.48,345.56,85.49,579,0.0263,10.3,N,27.30,,,,2461000.5
"       (2020 UX)",APO,0.3187,1.215,1.92,26.55,72.09,248.74,489,0.000249,0.0971,N,31.14,,,,2461000.5
"       (2020 UY)",APO,0.2530,1.11,0.82,37.67,70.20,71.71,427,0.00241,0.938,N,29.00,,,,2461000.5
"       (2020 UZ)",APO,0.2399,1.066,44.05,37.81,144.64,91.80,402,0.167,64.9,N,22.10,,,,2461000.5
"       (2020 UA1)",APO,0.7327,2.285,1.94,359.48,297.84,14.00,1.26e+03,0.0132,5.14,N,24.30,,,,2459142.5
"       (2020 UB1)",APO,0.4074,1.653,10.77,21.93,25.24,350.73,776,0.00861,3.35,N,24.60,,,,2459140.5
"       (2020 UC1)",APO,0.1562,1.202,28.56,25.89,316.79,30.58,482,0.0555,21.6,N,24.70,,,,2459140.5
"       (2020 UD1)",APO,0.3972,1.393,4.04,28.62,284.27,32.52,600,0.0141,5.48,N,25.30,,,,2459140.5
"       (2020 UE1)",APO,0.5935,2.459,0.21,72.46,287.65,5.68,1.41e+03,0.00336,1.31,N,25.70,,,,2459142.5
"       (2020 UF1)",AMO,0.2763,1.503,18.10,33.12,59.82,231.91,673,0.191,74.4,N,22.76,,,,2461000.5
"       (2020 UG1)",APO,0.1751,1.136,11.43,31.80,270.04,69.29,443,0.0687,26.8,N,25.40,,,,2459145.5
"       (2020 UK1)",APO,0.3510,1.42,7.25,32.58,46.50,330.92,618,0.00462,1.8,N,25.50,,,,2459134.5
"       (2020 UL1)",APO,0.6951,1.769,16.73,193.22,335.41,11.19,860,0.245,95.5,N,20.25,,,,2461000.5
"       (2020 UM1)",APO,0.5901,1.798,6.12,199.26,265.32,336.75,881,0.0232,9.05,N,25.80,,,,2459137.5
"       (2020 UN1)",ATE,0.3148,0.8719,11.16,33.72,133.72,338.62,297,0.0057,2.22,N,25.40,,,,2461000.5
"       (2020 UO1)",AMO,0.4984,2.453,49.90,18.91,358.80,359.29,1.4e+03,0.233,90.5,N,22.30,,,,2459137.5
"       (2020 UP1)",APO,0.2693,1.198,30.90,25.60,74.76,311.25,479,0.0381,14.8,N,25.60,,,,2459139.5
"       (2020 UQ1)",APO,0.3024,1.358,44.14,30.12,305.50,28.26,578,0.0523,20.4,N,22.80,,,,2459140.5
"       (2020 UR1)",APO,0.3857,1.581,2.53,231.51,109.05,221.83,726,0.03,11.7,N,25.50,,,,2461000.5
"       (2020 US1)",AMO,0.3372,1.572,2.66,110.74,301.43,196.95,720,0.0661,25.7,N,25.09,,,,2461000.5
"       (2020 UT1)",AMO,0.2371,1.464,12.57,196.33,207.95,304.46,647,0.137,53.3,N,24.20,,,,2461000.5
"       (2020 UU1)",APO,0.4293,1.323,3.22,202.14,102.30,160.67,556,0.00116,0.453,N,28.50,,,,2461000.5
"       (2020 UV1)",APO,0.6481,1.343,16.83,208.25,88.14,136.15,569,0.0799,31.1,N,20.15,,,,2461000.5
"       (2020 UW1)",APO,0.3477,1.447,20.61,36.80,52.17,300.56,636,0.0474,18.4,N,24.00,,,,2461000.5
"       (2020 UX1)",AMO,0.5344,2.235,7.71,201.15,205.29,353.88,1.22e+03,0.0629,24.5,N,26.00,,,,2459140.5
"       (2020 UY1)",APO,0.0895,1.052,16.79,26.92,106.88,260.29,394,0.0116,4.51,N,26.00,,,,2459140.5
"       (2020 UZ1)",AMO,0.1438,1.428,45.96,29.16,332.16,19.32,624,0.245,95.2,N,22.50,,,,2459143.5
"       (2020 UA2)",APO,0.4210,1.688,1.53,35.96,320.07,126.49,801,0.00816,3.17,N,27.60,,,,2461000.5
"       (2020 UB2)",AMO,0.5904,2.986,20.44,35.15,20.16,348.58,1.88e+03,0.247,96.3,N,22.60,,,,2461000.5
"       (2020 UD2)",APO,0.4877,1.901,9.73,25.37,326.59,9.94,957,0.0217,8.46,N,24.90,,,,2459138.5
"       (2020 UE2)",ATE,0.2104,0.8779,2.48,27.61,206.99,202.69,300,0.00962,3.74,N,26.60,,,,2461000.5
"       (2020 UF2)",APO,0.3057,1.13,3.07,235.50,34.59,154.52,438,0.041,16,Y,21.76,,,,2461000.5
"       (2020 UG2)",AMO,0.5201,2.598,8.49,105.43,290.86,72.58,1.53e+03,0.296,115,N,21.58,,,,2461000.5
"       (2020 UH2)",AMO,0.3022,1.647,9.25,41.29,322.84,153.93,772,0.172,67.1,N,23.40,,,,2461000.5
"       (2020 UJ2)",AMO,0.5804,2.552,3.05,133.75,278.14,84.63,1.49e+03,0.0974,37.9,N,23.85,,,,2461000.5
"       (2020 UK2)",APO,0.5527,2.219,1.14,20.36,349.60,197.88,1.21e+03,0.00012,0.0467,N,26.95,,,,2461000.5
"       (2020 UL2)",APO,0.4671,1.806,1.69,203.92,210.91,24.85,887,0.00227,0.885,N,28.80,,,,2461000.5
"       (2020 UM2)",ATE,0.1233,0.9594,2.62,198.45,328.32,18.87,343,0.0259,10.1,N,27.10,,,,2461000.5
"       (2020 UN2)",AMO,0.5372,2.447,8.79,44.49,43.37,101.67,1.4e+03,0.178,69.1,N,22.50,,,,2461000.5
"       (2020 UO2)",AMO,0.3240,1.799,12.73,155.84,153.88,82.97,882,0.217,84.6,N,21.80,,,,2461000.5
"       (2020 UQ2)",APO,0.8548,2.354,9.16,240.20,24.58,14.57,1.32e+03,0.102,39.9,N,21.80,,,,2459145.5
"       (2020 UR2)",APO,0.3094,1.46,5.25,26.15,26.19,303.52,645,0.0294,11.4,N,25.50,,,,2461000.5
"       (2020 US2)",AMO,0.3191,1.516,1.64,10.31,0.80,265.72,682,0.0313,12.2,N,23.70,,,,2461000.5
"       (2020 UT2)",APO,0.4145,1.637,9.95,25.35,323.62,168.29,765,0.0136,5.29,N,25.80,,,,2461000.5
"       (2020 UU2)",AMO,0.2507,1.402,22.88,27.08,5.49,357.94,606,0.0555,21.6,N,24.34,,,,2459143.5
"       (2020 UV2)",AMO,0.4439,1.831,2.47,138.65,278.08,347.13,905,0.052,20.2,N,25.00,,,,2459135.5
"       (2020 UW2)",APO,0.1856,1.156,6.86,46.77,49.95,344.00,454,0.00466,1.81,N,25.00,,,,2461000.5
"       (2020 UX2)",APO,0.3253,1.418,15.96,19.25,308.28,33.97,617,0.0444,17.3,N,23.40,,,,2459142.5
"       (2020 UY2)",APO,0.3953,1.507,17.84,27.85,49.42,338.77,676,0.0131,5.09,N,27.20,,,,2459143.5
"       (2020 UZ2)",APO,0.4817,1.796,3.03,196.74,147.23,13.93,879,0.0041,1.6,N,27.10,,,,2459142.5
"       (2020 UA3)",ATE,0.2390,0.9077,0.65,0.88,165.55,199.35,316,0.00734,2.86,N,26.70,,,,2461000.5
"       (2020 UF3)",ATE,0.5741,0.967,27.49,29.65,127.45,62.70,347,0.000473,0.184,N,28.38,,,,2461000.5
"       (2020 UJ3)",APO,0.4968,1.98,0.73,40.33,359.44,293.43,1.02e+03,0.00351,1.37,N,27.10,,,,2461000.5
"       (2020 UK3)",APO,0.6061,2.335,1.83,24.60,46.67,350.02,1.3e+03,0.0055,2.14,N,27.50,,,,2459140.5
"       (2020 UL3)",APO,0.3226,1.207,10.39,51.67,72.25,236.93,484,0.00263,1.02,N,23.22,,,,2461000.5
"       (2020 UM3)",APO,0.2229,1.151,12.00,36.93,264.45,103.68,451,0.0417,16.2,N,24.34,,,,2461000.5
"       (2020 UN3)",APO,0.1937,1.04,10.66,41.57,99.27,196.81,387,0.0286,11.1,N,24.43,,,,2461000.5
"       (2020 UO3)",APO,0.6067,1.825,9.75,208.91,255.21,340.90,901,0.00115,0.446,N,28.22,,,,2459143.5
"       (2020 UP3)",APO,0.7083,2.757,49.11,177.51,196.66,23.98,1.67e+03,0.185,71.8,N,17.56,,,,2461000.5
"       (2020 UQ3)",APO,0.5317,2.059,2.90,123.73,201.92,277.68,1.08e+03,0.00867,3.37,N,24.12,,,,2461000.5
"       (2020 UR3)",AMO,0.3439,1.569,22.79,203.17,152.74,15.18,718,0.0597,23.2,N,24.90,,,,2459143.5
"       (2020 US3)",AMO,0.2172,1.319,15.14,31.43,331.77,15.61,553,0.0566,22,N,26.10,,,,2459143.5
"       (2020 UT3)",ATE,0.3186,0.9294,28.52,205.96,307.98,267.49,327,0.0358,13.9,N,25.40,,,,2459143.5
"       (2020 UU3)",APO,0.6766,2.962,9.27,328.88,127.45,343.07,1.86e+03,0.0668,26,N,21.23,,,,2461000.5
"       (2020 UV3)",AMO,0.4496,2.288,8.65,170.49,228.08,165.80,1.26e+03,0.289,113,N,22.80,,,,2461000.5
"       (2020 UW3)",AMO,0.4941,2.404,18.48,207.25,179.58,134.17,1.36e+03,0.22,85.7,N,22.40,,,,2461000.5
"       (2020 UX3)",APO,0.3537,1.094,23.95,215.50,282.46,295.66,418,0.0318,12.4,N,24.70,,,,2459146.5
"       (2020 UY3)",APO,0.1819,1.233,19.92,30.10,328.36,277.07,500,0.0358,13.9,N,25.80,,,,2461000.5
"       (2020 UZ3)",APO,0.5799,2.167,20.38,44.56,55.13,192.66,1.17e+03,0.064,24.9,N,20.33,,,,2461000.5
"       (2020 UA4)",AMO,0.5773,2.442,1.20,256.00,129.72,119.86,1.39e+03,0.0395,15.4,N,26.00,,,,2461000.5
"       (2020 UB4)",AMO,0.4895,1.994,8.47,214.43,179.81,359.00,1.03e+03,0.0241,9.4,N,26.40,,,,2459146.5
"       (2020 UC4)",ATE,0.2980,0.9594,0.61,291.21,217.12,61.42,343,0.00454,1.77,N,26.09,,,,2461000.5
"       (2020 UD4)",APO,0.4937,1.964,4.91,221.62,193.40,351.98,1.01e+03,0.00988,3.85,N,26.74,,,,2459144.5
"       (2020 UE4)",ATE,0.3701,0.928,3.81,56.44,132.02,117.40,327,0.0129,5.03,N,23.53,,,,2461000.5
"       (2020 UG4)",AMO,0.3758,1.649,8.42,214.03,160.53,150.52,773,0.0438,17,N,24.60,,,,2461000.5
"       (2020 UH4)",AMO,0.2739,1.577,31.74,196.42,290.32,146.34,723,0.3,117,N,21.54,,,,2461000.5
"       (2020 UJ4)",APO,0.4762,1.888,7.26,27.51,23.84,337.66,948,0.0163,6.34,N,26.90,,,,2461000.5
"       (2020 UL4)",APO,0.4795,1.854,15.43,210.35,146.60,10.50,922,0.0198,7.72,N,26.89,,,,2459145.5
"       (2020 UM4)",APO,0.2579,1.346,30.40,207.71,155.87,104.09,571,0.0212,8.27,N,22.79,,,,2461000.5
"       (2020 UN4)",APO,0.4947,1.891,2.16,213.93,142.88,353.12,950,0.00535,2.08,N,28.00,,,,2461000.5
"       (2020 UO4)",ATE,0.0915,0.9736,1.46,210.44,64.10,208.83,351,0.00259,1.01,N,28.64,,,,2461000.5
"       (2020 UP4)",APO,0.1901,1.046,17.75,225.48,283.34,164.34,391,0.0391,15.2,N,23.46,,,,2461000.5
"       (2020 UQ4)",AMO,0.5456,2.268,10.46,292.54,356.59,217.59,1.25e+03,0.0132,5.13,Y,20.33,,,,2461000.5
"       (2020 UR4)",AMO,0.5563,2.68,11.18,259.26,205.44,29.88,1.6e+03,0.219,85.1,N,20.09,,,,2461000.5
"       (2020 US4)",AMO,0.5405,2.286,10.78,25.44,356.98,1.09,1.26e+03,0.0543,21.1,N,25.80,,,,2459143.5
"       (2020 UT4)",APO,0.5517,1.124,0.49,216.58,59.13,142.46,435,0.00121,0.472,N,28.22,,,,2461000.5
"       (2020 UU4)",APO,0.4928,1.688,4.50,216.48,231.41,94.38,801,0.00425,1.65,N,26.80,,,,2461000.5
"       (2020 UV4)",APO,0.5200,1.663,9.23,19.99,81.54,336.75,783,0.043,16.7,N,25.70,,,,2459145.5
"       (2020 UW4)",AMO,0.2792,1.707,28.12,231.34,76.35,140.68,815,0.396,154,N,20.79,,,,2461000.5
"       (2020 UX4)",APO,0.4641,1.817,0.53,156.34,204.30,36.27,894,0.00062,0.241,N,25.74,,,,2461000.5
"       (2020 UZ4)",APO,0.6319,2.746,1.53,2.45,355.04,47.48,1.66e+03,0.00643,2.5,N,25.00,,,,2461000.5
"       (2020 UA5)",APO,0.3177,1.117,8.32,29.97,114.93,31.97,431,0.0592,23,N,24.30,,,,2461000.5
"       (2020 UB5)",APO,0.1477,1.143,5.23,213.88,250.12,359.87,446,0.0449,17.5,N,25.11,,,,2461000.5
"       (2020 UC5)",AMO,0.1565,1.355,26.02,213.08,165.89,90.12,576,0.152,59.3,N,23.02,,,,2461000.5
"       (2020 UD5)",APO,0.6086,1.867,20.96,210.59,100.14,20.22,932,0.0361,14.1,N,25.70,,,,2459145.5
"       (2020 UF5)",AMO,0.2529,1.493,5.07,67.79,322.46,283.53,667,0.133,51.7,N,24.60,,,,2461000.5
"       (2020 UJ5)",AMO,0.3517,1.753,3.88,268.63,150.13,55.45,848,0.153,59.4,N,24.20,,,,2461000.5
"       (2020 UK5)",APO,0.4624,1.751,13.63,219.47,278.30,13.88,846,0.14,54.5,N,21.16,,,,2461000.5
"       (2020 UL5)",AMO,0.4321,1.924,9.36,189.91,193.70,328.08,975,0.098,38.1,N,25.10,,,,2461000.5
"       (2020 UM5)",ATE,0.5595,0.6834,9.22,33.32,170.19,201.43,206,0.0255,9.93,N,26.00,,,,2459145.5
"       (2020 UN5)",APO,0.5068,1.94,3.86,32.14,39.55,347.88,987,0.0142,5.52,N,26.90,,,,2459146.5
"       (2020 UU5)",APO,0.1220,1.135,16.18,207.91,152.39,94.94,442,0.0133,5.16,N,27.30,,,,2461000.5
"       (2020 UV5)",AMO,0.1785,1.24,17.49,36.67,217.37,14.66,505,0.0411,16,N,22.49,,,,2461000.5
"       (2020 UW5)",AMO,0.1362,1.263,36.85,221.86,345.01,32.56,518,0.0857,33.3,N,21.46,,,,2461000.5
"       (2020 UX5)",APO,0.1995,1.232,8.01,214.23,124.58,290.68,500,0.0464,18,N,25.90,,,,2461000.5
"       (2020 UY5)",AMO,0.0818,1.121,19.31,210.66,253.43,295.12,434,0.0921,35.9,N,25.50,,,,2459146.5
"       (2020 UZ5)",APO,0.2578,1.277,19.98,50.76,61.50,132.87,527,0.063,24.5,N,22.51,,,,2461000.5
"       (2020 UC6)",AMO,0.5018,2.15,1.65,109.81,297.92,213.89,1.15e+03,0.0846,32.9,N,25.80,,,,2461000.5
"       (2020 UD6)",AMO,0.1418,1.28,28.31,28.11,63.16,313.02,529,0.179,69.6,N,24.45,,,,2459145.5
"       (2020 UE6)",AMO,0.3634,1.776,12.79,47.23,13.27,40.78,864,0.145,56.6,N,23.50,,,,2461000.5
"       (2020 UF6)",APO,0.3925,1.228,17.91,227.11,275.19,200.83,497,0.00477,1.86,N,22.46,,,,2461000.5
"       (2020 UG6)",AMO,0.4726,2.094,28.02,216.29,183.21,239.83,1.11e+03,0.112,43.4,N,24.00,,,,2461000.5
"       (2020 UH6)",AMO,0.4162,2.201,7.75,99.63,233.70,233.42,1.19e+03,0.296,115,N,20.68,,,,2461000.5
"       (2020 UK6)",ATE,0.3541,0.9708,24.70,28.95,133.50,260.84,349,0.0963,37.5,N,24.18,,,,2459145.5
